대중교통,역(정류장),호선(명),노선(수),지하철 여부(Y/N),버스 여부(Y/N),따릉이 여부(Y/N),x_좌표,y_좌표,동 이름,GID,대여소번호,NODE_ID,ARS_ID,지번_주소,도로명_주소,일평균승차승객수,일평균하차승객수,일평균총승객수,월승차승객수,월하차승객수,월이용객수
버스,선재유통,,1,N,Y,N,126.9327547,37.49455452,상도동,11590102,,119900221,20947,서울 동작구 상도동 299-156,서울특별시 동작구 국사봉16길 4 (상도동),20.3,129.1,149.4,609,1875,4482
버스,선재유통,,2,N,Y,N,126.9328022,37.49465817,상도동,11590102,,119900034,20564,서울 동작구 상도동 289-33,"서울특별시 동작구 국사봉길 125 (상도동, 진명빌라)",104.07,27.28,131.35,6244,1875,7881
버스,쌍용아파트,,2,N,Y,N,126.932986,37.50150396,상도동,11590102,,119900130,20862,서울 동작구 상도동 345-12,,9.6,58.87,68.47,576,1875,4108
버스,사회복지관앞,,1,N,Y,N,126.9330781,37.50606719,대방동,11590108,,119900005,20673,서울 동작구 대방동 5-23,,55.37,40.53,95.9,1661,1875,2877
버스,사회복지관앞,,1,N,Y,N,126.9330952,37.5059023,대방동,11590108,,119900157,20825,서울 동작구 대방동 5-2,"서울특별시 동작구 등용로 49 (대방동, 정원쉐르빌)",47.33,90.57,137.9,1420,1875,4137
버스,청운종합복지관,,1,N,Y,N,126.9334403,37.49556685,상도동,11590102,,119900041,20556,서울 동작구 상도동 292-56,,55.73,15.5,71.23,1672,1875,2137
버스,영은교회,,1,N,Y,N,126.9339921,37.4943795,상도동,11590102,,119900220,20948,서울 동작구 상도동 287-4,서울특별시 동작구 국사봉길 156 (상도동),2.27,36.4,38.67,68,1875,1160
버스,영은교회,,2,N,Y,N,126.934095,37.49439578,상도동,11590102,,119900046,20550,서울 동작구 상도동 285-25,,37.3,11.75,49.05,2238,1875,2943
버스,성심슈퍼,,1,N,Y,N,126.9344156,37.49514297,상도동,11590102,,119900052,20543,서울 동작구 상도동 282-28,,34.8,14.13,48.93,1044,1875,1468
버스,KT동작지사,,1,N,Y,N,126.9344731,37.51218014,대방동,11590108,,119900197,20703,서울 동작구 대방동 45-14,서울특별시 동작구 등용로4길 139 (대방동),15.23,32.1,47.33,457,1875,1420
버스,갑을명가아파트,,1,N,Y,N,126.9344802,37.49360122,상도동,11590102,,119900219,20949,서울 동작구 상도동 458,"서울특별시 동작구 국사봉길 178 (상도동, 상도1차 갑을명가아파트)",6.5,51.1,57.6,195,1875,1728
버스,동광교회,,2,N,Y,N,126.9344857,37.50155436,상도동,11590102,,119900249,20681,서울 동작구 상도동 242-62,서울특별시 동작구 성대로1길 24 (상도동),74.8,26.92,101.72,4488,1875,6103
버스,강현중학교.동작청소년문화의집,,2,N,Y,N,126.9345123,37.50300042,상도동,11590102,,119900125,20868,서울 동작구 상도동 361-19,서울특별시 동작구 상도로15길 55 (상도동),15.25,79.2,94.45,915,1875,5667
버스,안일약국,,2,N,Y,N,126.9345558,37.49776166,상도동,11590102,,119900113,20883,서울 동작구 상도동 259-35,서울특별시 동작구 성대로 72 (상도동),18.08,86.68,104.77,1085,1875,6286
버스,KT동작전화국,,1,N,Y,N,126.9345611,37.51236942,대방동,11590108,,119900145,20843,서울 동작구 대방동 45-51,,12.6,19.17,31.77,378,1875,953
버스,갑을명가아파트,,2,N,Y,N,126.934574,37.49369409,상도동,11590102,,119900057,20537,서울 동작구 상도동 459,"서울특별시 동작구 국사봉길 175 (상도동, 상도2차갑을명가아파트)",45.07,12.77,57.83,2704,1875,3470
버스,삼성래미안.동작청소년문화의집,,1,N,Y,N,126.9348171,37.50553561,상도동,11590102,,119900152,20833,서울 동작구 상도동 450,"서울특별시 동작구 등용로 37 (상도동, 상도래미안1차아파트)",45.17,130.37,175.53,1355,1875,5266
버스,재넘이고개,,1,N,Y,N,126.935368,37.492825,상도동,11590102,,120000413,21346,서울 동작구 상도동 산 80-32,,190.23,172.1,362.33,5707,1875,10870
버스,당곡중.고등학교,,2,N,Y,N,126.9354613,37.49297099,상도동,11590102,,119900067,20522,서울 동작구 상도동 산 80-30,,23.25,4.82,28.07,1395,1875,1684
버스,당곡중.고등학교,,1,N,Y,N,126.9354998,37.49289802,상도동,11590102,,119900218,20950,서울 동작구 상도동 산 80-32,,11.13,47.87,59,334,1875,1770
버스,구중앙슈퍼앞,,1,N,Y,N,126.935504,37.49461192,상도동,11590102,,119900062,20529,서울 동작구 상도동 282-7,"서울특별시 동작구 국사봉1길 193 (상도동, 미소가)",37.4,10.13,47.53,1122,1875,1426
버스,KT동작지사,,4,N,Y,N,126.9356601,37.51303954,노량진동,11590101,,119000023,20111,서울 동작구 노량진동 28-7,서울특별시 동작구 노량진로 90 (노량진동),37.88,40.33,78.21,5682,1875,11731
버스,상도초등학교입구,,10,N,Y,N,126.9357683,37.50295988,상도동,11590102,,119000057,20150,서울 동작구 상도동 187-2,,111.92,159.13,271.06,30219,1875,73185
버스,경성의원.새마을금고앞,,1,N,Y,N,126.9359546,37.51261889,노량진동,11590101,,119900190,20729,서울 동작구 노량진동 263-9,서울특별시 동작구 노량진로6길 9 (노량진동),16.9,109.1,126,507,1875,3780
버스,경성의원.새마을금고앞,,1,N,Y,N,126.9359804,37.51279371,노량진동,11590101,,119900150,20836,서울 동작구 노량진동 264-1,,72.37,26.73,99.1,2171,1875,2973
버스,동작경희병원,,2,N,Y,N,126.9360217,37.50285279,상도동,11590102,,119900232,20932,서울 동작구 상도동 188-4,서울특별시 동작구 상도로 150 (상도동),37.08,20.73,57.82,2225,1875,3469
버스,사자암,,3,N,Y,N,126.936319,37.49376893,상도동,11590102,,119900078,20507,서울 동작구 상도동 283-59,,38.84,56.11,94.96,6992,1875,17092
버스,사자암,,1,N,Y,N,126.936405,37.49371671,상도동,11590102,,119900217,20951,서울 동작구 상도동 283-142,,5.73,24.63,30.37,172,1875,911
버스,주택가,,1,N,Y,N,126.9364798,37.50550408,상도동,11590102,,119900147,20840,서울 동작구 상도동 363-111,서울특별시 동작구 등용로 17 (상도동),4.4,45.33,49.73,132,1875,1492
버스,명창빌딩,,2,N,Y,N,126.9365067,37.50449666,상도동,11590102,,119900136,20854,서울 동작구 상도동 26-71,,28.67,92.13,120.8,1720,1875,7248
버스,동작하이슈퍼,,3,N,Y,N,126.9366392,37.49494234,상도동,11590102,,119900111,20886,서울 동작구 상도동 279-20,,34.61,106.18,140.79,3115,1875,12671
버스,동작하이슈퍼,,1,N,Y,N,126.9367297,37.49491806,상도동,11590102,,119900216,20952,서울 동작구 상도동 279-451,서울특별시 동작구 양녕로23길 125 (상도동),8.63,27.67,36.3,259,1875,1089
버스,사거리,,2,N,Y,N,126.9367943,37.49603636,상도동,11590102,,119900118,20877,서울 동작구 상도동 279-51,"서울특별시 동작구 성대로12길 48 (상도동, 유성빌라21차)",12.95,217.03,229.98,777,1875,13799
버스,제일성민교회,,3,N,Y,N,126.9373309,37.49539146,상도동,11590102,,119900115,20881,서울 동작구 상도동 279-20,,32.11,192.2,224.31,2890,1875,20188
버스,제일성민교회,,1,N,Y,N,126.9374011,37.49533743,상도동,11590102,,119900215,20953,서울 동작구 상도동 279-435,"서울특별시 동작구 성대로12길 66 (상도동, 우주빌라)",19.27,34.87,54.13,578,1875,1624
버스,국민은행,,1,N,Y,N,126.9375688,37.50441973,상도동,11590102,,119900141,20847,서울 동작구 상도동 366-5,서울특별시 동작구 상도로 163 (상도동),43.37,225.4,268.77,1301,1875,8063
버스,국민은행4번출구,,1,N,Y,N,126.9377215,37.50448109,상도동,11590102,,119900026,20574,서울 동작구 상도동 365-19,,257.43,57.53,314.97,7723,1875,9449
버스,노량진수산시장.CTS기독교TV,,15,N,Y,N,126.938456,37.513423,노량진동,11590101,,119000009,20009,서울 동작구 노량진동 40-12,서울특별시 동작구 노량진로 116-2 (노량진동),160.15,216.58,376.73,61179,1875,143911
버스,장승배기역,,11,N,Y,N,126.9385221,37.50467614,상도동,11590102,,119000058,20151,서울 동작구 상도동 26-20,서울특별시 동작구 상도로 249 (상도동),111.66,126.41,238.07,30148,1875,64280
버스,보문사,,1,N,Y,N,126.9385856,37.49618689,상도동,11590102,,119900210,20958,서울 동작구 상도동 279-458,,17.33,17.03,34.37,520,1875,1031
버스,보문사,,1,N,Y,N,126.9386456,37.49612024,상도동,11590102,,119900214,20954,서울 동작구 상도동 279-456,"서울특별시 동작구 양녕로23길 81 (상도동, 미성해드림)",22.7,55.07,77.77,681,1875,2333
버스,노량진수산시장.CTS기독교TV,,19,N,Y,N,126.9388656,37.51348008,노량진동,11590101,,119000010,20010,서울 동작구 노량진동 40-12,서울특별시 동작구 노량진로 116-2 (노량진동),253.34,163.56,416.9,132244,1875,217624
버스,7호선장승배기역2번출구,,2,N,Y,N,126.9389672,37.50393206,상도동,11590102,,119900246,20704,서울 동작구 상도동 364-31,,35.83,102.87,138.7,2150,1875,8322
버스,7호선장승배기역5번출구,,2,N,Y,N,126.9389753,37.50509629,상도동,11590102,,119900138,20851,서울 동작구 상도동 26-71,,74.5,102.85,177.35,4470,1875,10641
버스,7호선장승배기역.상도2치안센터,,4,N,Y,N,126.9391356,37.50417184,상도동,11590102,,119000104,20197,서울 동작구 상도동 364-36,서울특별시 동작구 장승배기로 73 (상도동),417.57,198.39,615.96,46768,1875,68988
버스,7호선장승배기역.상도2치안센터,,4,N,Y,N,126.9393255,37.50434045,상도동,11590102,,119000105,20198,서울 동작구 상도동 26-20,서울특별시 동작구 상도로 249 (상도동),102.44,325.57,428.01,11473,1875,47937
버스,장성교회,,2,N,Y,N,126.939904,37.507439,노량진동,11590101,,119900229,20938,서울 동작구 노량진동 230-44,서울특별시 동작구 장승배기로20길 39 (노량진동),66.12,67.62,133.73,3967,1875,8024
버스,장성교회,,18,N,Y,N,126.9399682,37.50821101,노량진동,11590101,,119000099,20192,서울 동작구 노량진동 309-1,,71.27,49.85,121.13,37846,1875,64319
버스,충남정육점,,1,N,Y,N,126.9399947,37.49914503,상도동,11590102,,119900132,20858,서울 동작구 상도동 202-68,,62.9,68,130.9,1887,1875,3927
버스,동작구청.노량진초등학교앞,,18,N,Y,N,126.940053,37.51055,노량진동,11590101,,119000097,20190,서울 동작구 노량진동 231-124,서울특별시 동작구 장승배기로 126-2 (노량진동),99.45,45.38,144.82,52806,1875,76902
버스,동작구청정문,,6,N,Y,N,126.9400622,37.51237684,노량진동,11590101,,119000134,20240,서울 동작구 노량진동 47-2,서울특별시 동작구 장승배기로 161 (노량진동),222.22,79.3,301.52,46667,1875,63320
버스,청화병원,,19,N,Y,N,126.9400798,37.50724508,노량진동,11590101,,119000100,20193,서울 동작구 노량진동 311-8,서울특별시 동작구 장승배기로 108 (노량진동),112.85,89.48,202.33,63423,1875,113708
버스,9호선노량진역.동작구청,,2,N,Y,N,126.9400888,37.51301484,노량진동,11590101,,119900144,20844,서울 동작구 노량진동 45-9,서울특별시 동작구 장승배기로 171 (노량진동),429.15,44.5,473.65,25749,1875,28419
버스,동아아파트,,1,N,Y,N,126.9401307,37.49660586,상도동,11590102,,119900211,20957,서울 동작구 상도동 215-15,,0.57,3.5,4.07,16,1875,114
버스,동아아파트,,1,N,Y,N,126.9401507,37.4963535,상도동,11590102,,119900213,20955,서울 동작구 상도동 409,"서울특별시 동작구 양녕로23길 43 (상도동, 동아아파트)",8.07,38.93,47,242,1875,1410
버스,동작구청.노량진초등학교앞,,19,N,Y,N,126.940337,37.510453,노량진동,11590101,,119000098,20191,서울 동작구 노량진동 236-4,서울특별시 동작구 장승배기로 144 (노량진동),31.06,124.68,155.74,17456,1875,87524
버스,화성목욕탕,,1,N,Y,N,126.940666,37.49977524,상도동,11590102,,119900135,20855,서울 동작구 상도동 202-68,,1.57,161.2,162.77,47,1875,4883
버스,화성목욕탕,,1,N,Y,N,126.9406673,37.49962656,상도동,11590102,,119900058,20536,서울 동작구 상도동 202-240,서울특별시 동작구 성대로 192 (상도동),89.83,3.07,92.9,2695,1875,2787
버스,동작문화복지센터.동작보건소,,8,N,Y,N,126.9407909,37.50493772,상도동,11590102,,119000059,20152,서울 동작구 상도동 373-124,,87.93,131.52,219.45,21104,1875,52668
버스,상도2동아이파크.포스코더샵아파트,,4,N,Y,N,126.9408309,37.50147931,상도동,11590102,,119000106,20199,서울 동작구 상도동 204-45,서울특별시 동작구 장승배기로 41 (상도동),51.03,267.75,318.78,5715,1875,35703
버스,행복유치원,,2,N,Y,N,126.9408686,37.496166,상도동,11590102,,119900076,20510,서울 동작구 상도동 210-113,"서울특별시 동작구 양녕로25길 71 (상도동, 유성주택)",163.72,174.33,338.06,14735,1875,30425
버스,상도2동아이파크.포스코더샵아파트,,3,N,Y,N,126.941136,37.501514,상도동,11590102,,119000107,20200,서울 동작구 상도동 201-38,,232.41,123.93,356.34,19058,1875,29220
버스,행복유치원,,1,N,Y,N,126.9412494,37.49575211,상도동,11590102,,119900212,20956,서울 동작구 상도동 210-486,서울특별시 동작구 양녕로23길 25 (상도동),5.13,31.1,36.23,154,1875,1087
버스,상도감리교회.보건소,,2,N,Y,N,126.9413119,37.50549486,상도동,11590102,,119900291,20972,서울 동작구 상도동 25-34,,0.27,19.77,20.03,8,1875,601
버스,노량진역,,5,N,Y,N,126.9414536,37.51372379,노량진동,11590101,,119900149,20837,서울 동작구 노량진동 60-11,서울특별시 동작구 노량진로 지하130 (노량진동),144.65,737.87,882.52,17358,1875,105902
버스,상도감리교회,,2,N,Y,N,126.9415426,37.50549137,상도동,11590102,,119900172,20803,서울 동작구 상도동 25-41,,48.23,10.97,59.2,1447,1875,1776
버스,새소망교회,,2,N,Y,N,126.9415658,37.50620956,노량진동,11590101,,119900096,20906,서울 동작구 노량진동 329-3,,19.63,52.9,72.53,589,1875,2176
버스,현대아이파크,,1,N,Y,N,126.9416028,37.50088857,상도동,11590102,,119900047,20549,서울 동작구 상도동 201-38,,125.6,61.7,187.3,3768,1875,5619
버스,상도2동주민센터,,4,N,Y,N,126.9417827,37.50505265,상도동,11590102,,119900189,20730,서울 동작구 상도동 170-1,서울특별시 동작구 상도로 208 (상도동),55.83,56.96,112.79,5025,1875,10151
버스,노량진역3번출구,,15,N,Y,N,126.941878,37.513495,노량진동,11590101,,119000024,20114,서울 동작구 노량진동 62-13,,125.12,548.78,673.9,51548,1875,277646
버스,새소망교회,,2,N,Y,N,126.9420034,37.50639721,노량진동,11590101,,119900166,20813,서울 동작구 노량진동 325,"서울특별시 동작구 만양로 19 (노량진동, 상도신동아리버파크아파트)",31.1,21.57,52.67,933,1875,1580
버스,경향렉스빌.롯데캐슬비엔,,4,N,Y,N,126.9427353,37.49598532,상도동,11590102,,119000127,20222,서울 동작구 상도동 217-6,,113.41,129.64,243.05,12702,1875,27222
버스,경향렉스빌.롯데캐슬비엔,,5,N,Y,N,126.942914,37.49592954,상도동,11590102,,119000126,20221,서울 동작구 상도동 210-6,,196.11,123.61,319.72,27848,1875,45400
버스,신동아아파트701동앞,,2,N,Y,N,126.9429719,37.50750243,노량진동,11590101,,119900099,20902,서울 동작구 노량진동 329-5,,19.8,91.3,111.1,594,1875,3333
버스,현진빌라.고마트,,2,N,Y,N,126.9430024,37.49721095,상도동,11590102,,119900106,20892,서울 동작구 상도동 210-6,,1.47,77.13,78.6,44,1875,2358
버스,롯데캐슬비엔,,1,N,Y,N,126.9430909,37.49684335,상도동,11590102,,119900054,20540,서울 동작구 상도동 210-6,,80.6,7.7,88.3,2418,1875,2649
버스,신동아아파트701동앞,,2,N,Y,N,126.9432253,37.50748092,노량진동,11590101,,119900158,20824,서울 동작구 노량진동 325,"서울특별시 동작구 만양로 19 (노량진동, 상도신동아리버파크아파트)",79.13,37.63,116.77,2374,1875,3503
버스,노량진역,,3,N,Y,N,126.9432479,37.51350389,노량진동,11590101,,119900126,20867,서울 동작구 노량진동 72-48,서울특별시 동작구 노량진로 156 (노량진동),1585.8,64.47,1650.27,95148,1875,99016
버스,상도4동약수맨션,,3,N,Y,N,126.9433569,37.49795904,상도동,11590102,,119000131,20228,서울 동작구 상도동 210-6,,224.06,231.22,455.28,18373,1875,37333
버스,노량진역2번출구,,12,N,Y,N,126.943467,37.513905,노량진동,11590101,,119000025,20115,서울 동작구 노량진동 67-8,서울특별시 동작구 노량진로 157-1 (노량진동),459.15,89.33,548.48,147847,1875,176610
버스,약수맨션.약수당약국,,3,N,Y,N,126.943517,37.498251,상도동,11590102,,119900107,20891,서울 동작구 상도동 210-6,,101.88,641.43,743.32,6113,1875,44599
버스,신상도초등학교,,3,N,Y,N,126.943532,37.499316,상도동,11590102,,119000108,20201,서울 동작구 상도동 208-4,,100.07,236,336.07,8206,1875,27558
버스,상도4동약수맨션,,5,N,Y,N,126.943548,37.497943,상도동,11590102,,119000125,20220,서울 동작구 상도동 210-6,,428.54,116.82,545.35,60852,1875,77440
버스,국사봉중학교,,2,N,Y,N,126.943573,37.49338424,상도동,11590102,,119900238,20926,서울 동작구 상도동 산 65-244,,3.77,76.67,80.43,113,1875,2413
버스,빌라삼거리.영도교회.약수터,,3,N,Y,N,126.9436054,37.49535407,상도동,11590102,,119900241,20922,서울 동작구 상도동 214-211,서울특별시 동작구 양녕로22가길 25 (상도동),51.65,62.65,114.3,3099,1875,6858
버스,방범초소,,3,N,Y,N,126.9436277,37.49433944,상도동,11590102,,119900240,20924,서울 동작구 상도동 214-1,,19.6,40.55,60.15,1176,1875,3609
버스,신상도초등학교,,3,N,Y,N,126.9436737,37.49937392,상도동,11590102,,119000124,20219,서울 동작구 상도동 208-4,,217.09,45.48,262.56,17801,1875,21530
버스,국사봉중학교,,2,N,Y,N,126.9437281,37.49318067,상도동,11590102,,119900027,20573,서울 동작구 상도동 산 65-196,,25.37,9.63,35,761,1875,1050
버스,방범초소,,2,N,Y,N,126.943742,37.49416828,상도동,11590102,,119900017,20584,서울 동작구 상도동 214-437,서울특별시 동작구 양녕로20길 20 (상도동),21.87,18.6,40.47,656,1875,1214
버스,상도브라운스톤,,2,N,Y,N,126.943805,37.50528612,상도동,11590102,,119900181,20756,서울 동작구 상도동 26-20,서울특별시 동작구 상도로 249 (상도동),12.9,39.97,52.87,387,1875,1586
버스,노량진역,,14,N,Y,N,126.943811,37.513733,노량진동,11590101,,119000011,20011,서울 동작구 노량진동 113-1,,163.4,94.03,257.43,62417,1875,98337
버스,신동아관리사무소,,2,N,Y,N,126.9440018,37.5083076,노량진동,11590101,,119900153,20832,서울 동작구 노량진동 325,"서울특별시 동작구 만양로 19 (노량진동, 상도신동아리버파크아파트)",114,39.43,153.43,3420,1875,4603
버스,노량진신한은행,,3,N,Y,N,126.9441708,37.51215539,노량진동,11590101,,119900227,20941,서울 동작구 노량진동 119-64,서울특별시 동작구 노량진로16길 31 (노량진동),289.15,104.4,393.55,17349,1875,23613
버스,노량진한국법학교육원,,5,N,Y,N,126.9443313,37.5123537,노량진동,11590101,,119900226,20942,서울 동작구 노량진동 118-14,서울특별시 동작구 만양로 95-2 (노량진동),61.08,242.62,303.7,7330,1875,36444
버스,신동아관리사무소,,2,N,Y,N,126.9445446,37.50849799,노량진동,11590101,,119900102,20899,서울 동작구 노량진동 329,"서울특별시 동작구 만양로13길 44 (노량진동, 태영아트빌)",24.03,151.6,175.63,721,1875,5269
버스,노량진역,,14,N,Y,N,126.9447115,37.51383259,노량진동,11590101,,119000012,20012,서울 동작구 노량진동 150-2,서울특별시 동작구 노량진로 165 (노량진동),119.36,140.52,259.88,43924,1875,95636
버스,동원베네스트,,2,N,Y,N,126.9447645,37.50320593,상도동,11590102,,119900088,20915,서울 동작구 상도동 528-2,서울특별시 동작구 상도로34길 36-3 (상도동),19.5,27.97,47.47,585,1875,1424
버스,강남교회.오거리,,3,N,Y,N,126.9447876,37.51024624,노량진동,11590101,,119900120,20874,서울 동작구 노량진동 224-10,서울특별시 동작구 만양로 75-3 (노량진동),208.9,237.18,446.08,12534,1875,26765
버스,강남교회.오거리,,5,N,Y,N,126.944929,37.51027785,노량진동,11590101,,119900162,20819,서울 동작구 노량진동 224,서울특별시 동작구 만양로 71 (노량진동),167.42,126.72,294.14,20090,1875,35297
버스,동원베네스트,,2,N,Y,N,126.9451749,37.50345392,상도동,11590102,,119900194,20725,서울 동작구 상도동 157-40,,15.13,39.53,54.67,454,1875,1640
버스,밤골.상도역롯데캐슬파크엘,,2,N,Y,N,126.9455074,37.50196545,상도동,11590102,,119900085,20918,서울 동작구 상도동 159-14,서울특별시 동작구 상도로34길 70 (상도동),67.33,40.77,108.1,2020,1875,3243
버스,밤골.상도역롯데캐슬파크엘,,2,N,Y,N,126.9455944,37.50215202,상도동,11590102,,119900309,20699,서울 동작구 상도동 157-50,,30.83,96.17,127,925,1875,3810
버스,밤골.상도역롯데캐슬파크엘,,1,N,Y,N,126.945916,37.50196,상도동,11590102,,119900109,20888,서울 동작구 상도동 159-336,,29.7,205.17,234.87,891,1875,7046
버스,상도노빌리티아파트,,7,N,Y,N,126.94594,37.504793,상도동,11590102,,119000061,20154,서울 동작구 상도동 29-133,서울특별시 동작구 상도로 246-2 (상도동),105.74,79.55,185.29,25378,1875,44470
버스,부강탕,,2,N,Y,N,126.9459783,37.50454733,상도동,11590102,,119900090,20913,서울 동작구 상도동 29-8,,110.77,28.3,139.07,3323,1875,4172
버스,부강탕,,2,N,Y,N,126.9459909,37.50436711,상도동,11590102,,119900247,20740,서울 동작구 상도동 29-7,서울특별시 동작구 상도로34길 7 (상도동),17.33,61.4,78.73,520,1875,2362
버스,밤골터널.상도역롯데캐슬파크엘,,1,N,Y,N,126.946013,37.501866,상도동,11590102,,119900031,20567,서울 동작구 상도동 159-336,,140.53,339.6,480.13,4216,1875,14404
버스,신동아상가,,2,N,Y,N,126.9460742,37.50813015,노량진동,11590101,,119900103,20897,서울 동작구 노량진동 329,"서울특별시 동작구 만양로13길 44 (노량진동, 태영아트빌)",20.63,182.93,203.57,619,1875,6107
버스,사육신공원,,3,N,Y,N,126.946297,37.513367,노량진동,11590101,,119000026,20117,서울 동작구 노량진동 148-5,서울특별시 동작구 노량진로 184 (노량진동),33,63.49,96.49,2970,1875,8684
버스,신동아상가,,2,N,Y,N,126.9463254,37.5079978,노량진동,11590101,,119900148,20839,서울 동작구 노량진동 325,"서울특별시 동작구 만양로 19 (노량진동, 상도신동아리버파크아파트)",124.9,27.43,152.33,3747,1875,4570
버스,대림아파트,,1,N,Y,N,126.9466417,37.50538385,상도동,11590102,,119900110,20887,서울 동작구 상도동 17-1,"서울특별시 동작구 흑석로 17-1 (상도1동, 상도동다세대주택)",484.13,460,944.13,14524,1875,28324
버스,대림아파트,,3,N,Y,N,126.946671,37.50518002,상도동,11590102,,119900180,20789,서울 동작구 상도동 903,"서울특별시 동작구 만양로 6 (상도동, e편한세상 상도 노빌리티)",241.96,179.53,421.49,21776,1875,37934
버스,상도노빌리티아파트,,8,N,Y,N,126.9468675,37.50432696,상도동,11590102,,119000062,20155,서울 동작구 상도동 34-21,,97.4,107.7,205.1,26297,1875,55376
버스,상도역7호선,,1,N,Y,N,126.9470766,37.50290692,상도1동,11590103,,119900112,20884,서울 동작구 상도1동 751-1,,1026.13,349.5,1375.63,30784,1875,41269
버스,상도역7호선,,1,N,Y,N,126.9472102,37.50274748,상도1동,11590103,,119900023,20577,서울 동작구 상도1동 736-2,서울특별시 동작구 양녕로 252 (상도1동),360.23,691.93,1052.17,10807,1875,31565
